Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Date_Joined_Year,Years_to_Unicorn,Year_Founded,Company_Age_2025,Log_Valuation,Is_Tech_Hub,Is_Silicon_Valley,Country_Tier,Investor_Count,Has_Top_VC,Is_Tech_Intensive,Ind_Enterprise_Tech,Ind_Fintech,Ind_Healthcare,Ind_Other,Era_2010-2014,Era_2015-2019,Era_2020+,Era_Pre-2000,ValCat_Medium,ValCat_Mega,ValCat_Small
Recover,1.1,2022-06-09,Spain,Banyeres de Mariola,Industrials,"Goldman Sachs Asset Management, STORY3 Capital Partners",2022,12,2010,15,0.09531017980432493,0,0,3,2,0,0,False,False,False,True,True,False,False,False,False,False,True
CAIS,1.1,2022-01-11,United States,New York,Financial Services,"Franklin Templeton, Motive Partners. Apollo Global Management",2022,13,2009,16,0.09531017980432493,1,0,1,2,0,1,False,True,False,False,False,False,False,False,False,False,True
Nxin,1.08,2018-09-18,China,Beijing,Industrials,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",2018,3,2015,10,0.0769610411361284,1,0,1,2,0,0,False,False,False,True,False,True,False,False,False,False,True
UISEE Technology,1.08,2021-01-25,China,Beijing,Industrials,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",2021,5,2016,9,0.0769610411361284,1,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
56PINGTAI,1.08,2021-01-25,China,Shanghai,Industrials,"QF Capital, QC Capital, Unicom Innovation Venture Capital",2021,6,2015,10,0.0769610411361284,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Cirkul,1.07,2022-06-13,United States,Sarasota,Consumer & Retail,"AF Ventures, Siddhi Capital, SC.Holdings",2022,4,2018,7,0.06765864847381486,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Radius Payment Solutions,1.07,2017-11-27,United Kingdom,Crewe,Industrials,Inflexion Private Equity,2017,27,1990,35,0.06765864847381486,0,0,2,1,0,0,False,False,False,True,False,False,False,True,False,False,True
InCred,1.05,2023-11-09,India,Mumbai,Financial Services,,2023,7,2016,9,0.04879016416943204,0,0,2,0,0,1,False,True,False,False,False,True,False,False,False,False,True
0x,1.05,2022-04-26,United States,San Francisco,Financial Services,"Jump Capital, Pantera Capital, Greylock Partners",2022,5,2017,8,0.04879016416943204,1,1,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Jiuxian,1.05,2015-07-30,China,Beijing,Consumer & Retail,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",2015,6,2009,16,0.04879016416943204,1,0,1,3,1,1,False,False,False,False,False,False,False,False,False,False,True
Instabase,1.24,2019-10-21,United States,San Francisco,Enterprise Tech,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",2019,4,2015,10,0.2151113796169455,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Sendbird,1.05,2021-04-06,United States,San Mateo,Enterprise Tech,"FundersClub, Y Combinator, Tiger Global Management",2021,8,2013,12,0.04879016416943204,0,0,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Density,1.05,2021-11-10,United States,San Francisco,Enterprise Tech,"Founders Fund, Upfront Ventures, 01 Advisors",2021,7,2014,11,0.04879016416943204,1,1,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Mixpanel,1.05,2021-11-15,United States,San Francisco,Enterprise Tech,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",2021,12,2009,16,0.04879016416943204,1,1,1,3,1,1,True,False,False,False,False,False,False,False,False,False,True
Branch,1.05,2022-03-01,United States,Columbus,Insurance,"American Family Ventures, Greycroft, SignalFire",2022,8,2014,11,0.04879016416943204,0,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
OrCam Technologies,1.03,2018-02-20,Israel,Jerusalem,Healthcare & Life Sciences,"Intel Capital, Aviv Venture Capital",2018,8,2010,15,0.02955880224154443,0,0,2,2,0,0,False,False,True,False,True,False,False,False,False,False,True
Juniper Square,1.02,2025-05-09,United States,San Francisco,Financial Services,"Ribbit Capital, Redpoint Ventures, CSC Upshot Ventures",2025,16,2009,16,0.01980262729617973,1,1,1,3,0,1,False,True,False,False,False,False,False,False,False,False,True
B&C Chemical,1.02,2023-04-19,China,Pizhou,Industrials,"Suzhou International Development Venture Capital Holding, GP Capital",2023,23,2000,25,0.01980262729617973,0,0,1,2,0,0,False,False,False,True,False,False,False,False,False,False,True
Ample,1.02,2021-11-11,United States,San Francisco,Industrials,"Shell Ventures, Blackstone, Moore Strategic Ventures",2021,7,2014,11,0.01980262729617973,1,1,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Reka AI,1.0,2025-07-22,United States,Sunnyvale,Enterprise Tech,Radical Ventures,2025,3,2022,3,0.0,0,0,1,1,0,1,True,False,False,False,False,False,True,False,False,False,True
Cyberhaven,1.0,2022-01-19,United States,Palo Alto,Enterprise Tech,Adams Street Partners,2022,7,2015,10,0.0,1,1,1,1,0,1,True,False,False,False,False,True,False,False,False,False,True
Wheel,1.01,2022-01-19,United States,Austin,Healthcare & Life Sciences,"Silverton Partners, Tusk Ventures, CRV",2022,4,2018,7,0.009950330853168092,0,0,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
Meter,1.0,2025-06-12,United States,San Francisco,Enterprise Tech,General Catalyst,2025,10,2015,10,0.0,1,1,1,1,1,1,True,False,False,False,False,True,False,False,False,False,True
Periodic Labs,1.0,2025-08-08,United States,Menlo Park,Industrials,Andreessen Horowitz,2025,3,2022,3,0.0,1,1,1,1,1,0,False,False,False,True,False,False,True,False,False,False,True
Apex,1.0,2025-09-12,United States,Culver City,Industrials,"Interlagos, 8VC, Point72 Ventures",2025,7,2018,7,0.0,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Enveda,1.0,2025-09-04,United States,Boulder,Enterprise Tech,"FPV Ventures, Kinnevik",2025,6,2019,6,0.0,0,0,1,2,0,1,True,False,False,False,False,True,False,False,False,False,True
Eve,1.0,2025-09-30,United States,San Mateo,Enterprise Tech,"Spark Capital, Lightspeed Venture Partners, Andreessen Horowitz",2025,8,2017,8,0.0,0,0,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Ambience,1.0,2025-07-28,United States,San Francisco,Enterprise Tech,"Andreessen Horowitz, Kleiner Perkins",2025,5,2020,5,0.0,1,1,1,2,1,1,True,False,False,False,False,False,True,False,False,False,True
Zama,1.0,2025-06-25,France,Paris,Enterprise Tech,Mulitcoin Capital,2025,5,2020,5,0.0,0,0,2,1,0,1,True,False,False,False,False,False,True,False,False,False,True
Porter,1.2,2024-05-16,India,Mumbai,Enterprise Tech,"Kedaara Capital, Vitruvian Partners",2024,10,2014,11,0.1823215567939546,0,0,2,2,0,1,True,False,False,False,True,False,False,False,False,False,True
Zyphra,1.0,2025-06-09,United States,Palo Alto,Enterprise Tech,"Bison Ventures, Future Ventures, Intel Capital",2025,2,2023,2,0.0,1,1,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Zero Hash,1.0,2025-07-14,United States,Chicago,Financial Services,"Liberty City Ventures, PEAK6, Point72 Ventures",2025,8,2017,8,0.0,0,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Quantum Systems,1.0,2025-05-06,Germany,Gilching,Industrials,"Notion Capital, Bayern Kapital",2025,10,2015,10,0.0,0,0,2,2,0,0,False,False,False,True,False,True,False,False,False,False,True
Awardco,1.0,2025-05-20,United States,Lindon,Enterprise Tech,,2025,14,2011,14,0.0,0,0,1,0,0,1,True,False,False,False,True,False,False,False,False,False,True
Endless,1.0,2025-02-26,United States,,Enterprise Tech,Foresight Ventures,2025,14,2011,14,0.0,0,0,1,1,0,1,True,False,False,False,True,False,False,False,False,False,True
The Open Platform,1.0,2025-07-03,United Arab Emirates,,Enterprise Tech,Ribbit Capital,2025,2,2023,2,0.0,0,0,3,1,0,1,True,False,False,False,False,False,True,False,False,False,True
Owner,1.0,2025-05-13,United States,Palo Alto,Consumer & Retail,,2025,5,2020,5,0.0,1,1,1,0,0,1,False,False,False,False,False,False,True,False,False,False,True
JSW One Platforms,1.0,2025-05-13,India,Mumbai,Industrials,,2025,4,2021,4,0.0,0,0,2,0,0,0,False,False,False,True,False,False,True,False,False,False,True
EvenUp,1.0,2024-10-08,United States,San Francisco,Enterprise Tech,"NFX, Lightspeed Venture Partners, Bessemer Venture Partners",2024,5,2019,6,0.0,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Randpanda,1.0,2025-04-03,United States,San Francisco,Enterprise Tech,"Google Ventures, Lightspeed Ventures",2025,6,2019,6,0.0,1,1,1,2,1,1,True,False,False,False,False,True,False,False,False,False,True
BuildOps,1.0,2025-03-21,United States,Santa Monica,Industrials,"Meritech Capital Partners, Fika Ventures, 1984 Ventures",2025,6,2019,6,0.0,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Nourish,1.0,2025-04-23,United States,Austin,Healthcare & Life Sciences,Index Ventures,2025,4,2021,4,0.0,0,0,1,1,0,0,False,False,True,False,False,False,True,False,False,False,True
Parloa,1.0,2025-05-06,Germany,Berlin,Enterprise Tech,Altimeter Capital,2025,8,2017,8,0.0,0,0,2,1,0,1,True,False,False,False,False,True,False,False,False,False,True
MUBI,1.0,2025-05-31,United Kingdom,London,Media & Entertainment,"Sequoia Capital, C4 Ventures",2025,18,2007,18,0.0,1,0,2,2,1,1,False,False,False,False,False,False,False,False,False,False,True
Assured,1.0,2025-03-05,United States,Palo Alto,Insurance,"ICONIQ Capital, Kleiner Perkins, Costanoa Ventures",2025,5,2020,5,0.0,1,1,1,3,1,1,False,True,False,False,False,False,True,False,False,False,True
Truveta,1.0,2024-01-13,United States,Bellevue,Healthcare & Life Sciences,,2024,4,2020,5,0.0,0,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,True
Halter,1.0,2025-06-23,New Zealand,Auckland,Enterprise Tech,"Bessemer Venture Partners, Blackbird Ventures",2025,8,2017,8,0.0,0,0,3,2,0,1,True,False,False,False,False,True,False,False,False,False,True
Kiteworks,1.0,2024-08-14,United States,Palo Alto,Enterprise Tech,,2024,25,1999,26,0.0,1,1,1,0,0,1,True,False,False,False,False,False,False,True,False,False,True
Airalo,1.0,2025-07-10,Singapore,Singapore,Consumer & Retail,"CVC Capital Partners, Peak XV Partners",2025,6,2019,6,0.0,0,0,2,2,0,1,False,False,False,False,False,True,False,False,False,False,True
Ayar Labs,1.0,2024-12-11,United States,San Jose,Industrials,"Intel Capital, Founders Fund, Playground Global",2024,9,2015,10,0.0,1,1,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
QuEra Computing,1.0,2025-02-11,United States,Boston,Enterprise Tech,"QVT, Day One Ventures, Sabanci Ventures",2025,7,2018,7,0.0,1,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Rentberry,1.0,2024-09-06,United States,San Francisco,Financial Services,"369 Growth Partners, GTM Capital, Berkeley Hills Capital",2024,9,2015,10,0.0,1,1,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Vestwell,1.0,2023-12-21,United States,New York,Financial Services,"Fin Capital, Primary Venture Partners, Lightspeed Venture Partners",2023,7,2016,9,0.0,1,0,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Lighthouse,1.0,2024-11-24,United Kingdom,London,Enterprise Tech,"F-Prime Capital, Eight Roads Ventures",2024,7,2017,8,0.0,1,0,2,2,0,1,True,False,False,False,False,True,False,False,False,False,True
Moniepoint,1.0,2024-10-29,Nigeria,Lagos,Financial Services,"Lightrock, Novastar Ventures, QED Investors",2024,9,2015,10,0.0,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Speak,1.0,2024-12-10,United States,San Francisco,Enterprise Tech,"Khosla Ventures, OpenAI Startup Fund, Founders Fund",2024,8,2016,9,0.0,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Flo Health,1.0,2024-07-30,United Kingdom,London,Healthcare & Life Sciences,"Flint Capital, Target Global, Vostok New Ventures",2024,11,2013,12,0.0,1,0,2,3,0,0,False,False,True,False,True,False,False,False,False,False,True
Just Salad,1.0,2025-02-24,United States,New York,Consumer & Retail,D1 Capital Partners,2025,19,2006,19,0.0,1,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True
Nimble,1.0,2024-10-23,United States,San Francisco,Industrials,"GSR Ventures, Breyer Capital, Accel",2024,10,2014,11,0.0,1,1,1,3,1,0,False,False,False,True,True,False,False,False,False,False,True
Halcyon,1.0,2024-11-25,United States,Austin,Enterprise Tech,"Bain Capital Ventures, SYN Ventures, Evolution Equity Partners",2024,8,2016,9,0.0,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
VectorBuilder,1.0,2022-10-10,United States,Chicago,Healthcare & Life Sciences,Legend Capital,2022,8,2014,11,0.0,0,0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,True
The Row,1.0,2024-09-12,United States,New York,Consumer & Retail,,2024,18,2006,19,0.0,1,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,True
Cosm,1.0,2024-07-31,United States,Los Angeles,Media & Entertainment,Bolt Ventures,2024,7,2017,8,0.0,1,0,1,1,0,1,False,False,False,False,False,True,False,False,False,False,True
The Sandbox,1.0,2024-06-06,Malta,St. Julians,Media & Entertainment,"LG Technology Ventures, True Global Ventures, 1kx",2024,13,2011,14,0.0,0,0,3,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Minute Media,1.0,2024-01-30,United States,New York,Media & Entertainment,"Dawn Capital, Battery Ventures, Gemini Israel Ventures",2024,12,2012,13,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
World Labs,1.0,2024-07-17,United States,Stanford,Enterprise Tech,"Andreessen Horowitz, Radical Ventures, New Enterprise Associates",2024,2,2022,3,0.0,0,0,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Merkle Manufactory,1.0,2024-03-30,United States,Los Angeles,Media & Entertainment,"Standard Crypto, Andreessen Horowitz, Union Square Ventures",2024,2,2022,3,0.0,1,0,1,3,1,1,False,False,False,False,False,False,True,False,False,False,True
Perfios,1.0,2024-03-13,India,Mumbai,Financial Services,"Bessemer Venture Partners, Teachers' Venture Growth",2024,16,2008,17,0.0,0,0,2,2,0,1,False,True,False,False,False,False,False,False,False,False,True
Sakana AI,1.0,2024-06-26,Japan,Tokyo,Enterprise Tech,"Lux Capital, Khosla Ventures, New Enterprise Associates",2024,1,2023,2,0.0,0,0,2,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Tamara,1.0,2023-12-18,Saudi Arabia,Riyadh,Financial Services,,2023,3,2020,5,0.0,0,0,3,0,0,1,False,True,False,False,False,False,True,False,False,False,True
Semperis,1.0,2024-06-20,United States,Hoboken,Enterprise Tech,"Tech Pioneers Fund, Ten Eleven Ventures, Hudson Ventures",2024,11,2013,12,0.0,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Xreal,1.0,2024-01-29,China,Beijing,Media & Entertainment,"Hongtai Capital Holdings, Shunwei Capital, GP Capital",2024,7,2017,8,0.0,1,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Silverfort,1.0,2024-01-23,Israel,Tel Aviv,Enterprise Tech,"SingTel Innov8, Citi Ventures, Maor Investments",2024,8,2016,9,0.0,1,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Pigment,1.0,2024-04-03,France,Paris,Enterprise Tech,"FirstMark Capital, Meritech Capital Partners, Institutional Venture Partners",2024,5,2019,6,0.0,0,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Huma,1.0,2024-07-16,United Kingdom,London,Healthcare & Life Sciences,"Leaps by Bayer, Hitachi Ventures, Unilever Ventures",2024,11,2013,12,0.0,1,0,2,3,0,0,False,False,True,False,True,False,False,False,False,False,True
IntraBio,1.0,2024-03-23,United Kingdom,Oxfordshire,Healthcare & Life Sciences,,2024,9,2015,10,0.0,0,0,2,0,0,0,False,False,True,False,False,True,False,False,False,False,True
EmployerDirect Healthcare,1.0,2023-12-19,United States,Dallas,Healthcare & Life Sciences,"Insight Partners, Texo Ventures",2023,12,2011,14,0.0,0,0,1,2,1,0,False,False,True,False,True,False,False,False,False,False,True
Electric Hydrogen,1.0,2023-10-03,United States,Natick,Industrials,"Prelude Ventures, Breakthrough Energy Ventures, Fifth Wall",2023,3,2020,5,0.0,0,0,1,3,0,0,False,False,False,True,False,False,True,False,False,False,True
TechMet,1.0,2023-12-07,Ireland,Dublin,Industrials,"S2G Ventures, Dale Ventures",2023,6,2017,8,0.0,0,0,3,2,0,0,False,False,False,True,False,True,False,False,False,False,True
Altana AI,1.0,2024-07-29,United States,New York,Enterprise Tech,"Google Ventures, Amadeus Capital Partners, Activate Capital",2024,3,2021,4,0.0,1,0,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
MaintainX,1.0,2023-12-06,United States,San Fransisco,Enterprise Tech,"August Capital, Ridge Ventures, Amity Ventures",2023,5,2018,7,0.0,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
MindMaze,1.0,2022-02-17,Switzerland,Lausanne,Health,Hambro Perks,2022,10,2012,13,0.0,0,0,3,1,0,0,False,False,True,False,True,False,False,False,False,False,True
Avenue One,1.0,2023-05-15,United States,New York,Financial Services,,2023,23,2000,25,0.0,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True
DataSnipper,1.0,2024-02-01,Netherlands,Amsterdam,Enterprise Tech,Index Ventures,2024,7,2017,8,0.0,0,0,3,1,0,1,True,False,False,False,False,True,False,False,False,False,True
Flashbots,1.0,2023-07-21,Cayman Islands,Grand Cayman,Enterprise Tech,"Paradigm, Fabric Ventures",2023,3,2020,5,0.0,0,0,3,2,0,1,True,False,False,False,False,False,True,False,False,False,True
Typeface,1.0,2023-06-29,United States,Los Altos,Enterprise Tech,"Google Ventures, Salesforce Ventures, Menlo Ventures",2023,1,2022,3,0.0,0,0,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Imbue,1.0,2023-09-07,United States,San Francisco,Enterprise Tech,,2023,2,2021,4,0.0,1,1,1,0,0,1,True,False,False,False,False,False,True,False,False,False,True
Restaurant365,1.0,2023-05-19,United States,Irvine,Consumer & Retail,Bessemer Venture Partners,2023,12,2011,14,0.0,0,0,1,1,0,1,False,False,False,False,True,False,False,False,False,False,True
KoBold Metals,1.0,2023-06-20,United States,Berkeley,Industrials,"Andreessen Horowitz, Breakthrough Energy Ventures, Apollo Projects",2023,5,2018,7,0.0,0,0,1,3,1,0,False,False,False,True,False,True,False,False,False,False,True
Go,1.0,2023-05-24,Japan,Tokyo,Industrials,Mirai Creation Fund,2023,7,2016,9,0.0,0,0,2,1,0,0,False,False,False,True,False,True,False,False,False,False,True
1Komma5,1.08,2023-06-23,Germany,Hamburg,Industrials,"Porsche Ventures, G2VP, b2venture",2023,2,2021,4,0.0769610411361284,0,0,2,3,0,0,False,False,False,True,False,False,True,False,False,False,True
Gradiant,1.0,2023-05-17,United States,Woburn,Industrials,"Safar Partners, WAVE Equity Partners, Cranberry Capital",2023,10,2013,12,0.0,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Palmetto,1.0,2022-02-24,United States,Charleston,Industrials,"Greycroft, Lerer Hippeau, ArcTern Ventures",2022,12,2010,15,0.0,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Humanity Protocol,1.0,2024-02-28,Hong Kong,Hong Kong,Financial Services,"Shima Capital, CMCC Global, MH Ventures",2024,1,2023,2,0.0,0,0,3,3,0,1,False,True,False,False,False,False,True,False,False,False,True
Prove Identity,1.0,2020-06-18,United States,New York,Enterprise Tech,"Opus Capital, RRE Ventures, Relay Ventures",2020,12,2008,17,0.0,1,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
Character.AI,1.0,2023-03-03,United States,Menlo Park,Media & Entertainment,Andreessen Horowitz,2023,2,2021,4,0.0,1,1,1,1,1,1,False,False,False,False,False,False,True,False,False,False,True
Atmosphere,1.0,2023-02-07,United States,Austin,Media & Entertainment,S3 Ventures,2023,4,2019,6,0.0,0,0,1,1,0,1,False,False,False,False,False,True,False,False,False,False,True
Adept,1.0,2023-03-14,United States,San Francisco,Enterprise Tech,"Greylock Partners, Addition, M12",2023,1,2022,3,0.0,1,1,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Beamery,1.0,2022-12-13,United Kingdom,London,Enterprise Tech,"Index Ventures, EQT Ventures, Workday Ventures",2022,9,2013,12,0.0,1,0,2,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Flow,2.5,2022-08-15,United States,New York,Financial Services,Andreessen Horowitz,2022,3,2019,6,0.9162907318741551,1,0,1,1,1,1,False,True,False,False,False,True,False,False,False,False,True
Xanadu,1.0,2022-11-09,Canada,Toronto,Enterprise Tech,"BDC Capital, Georgian, Bessemer Venture Partners",2022,6,2016,9,0.0,0,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Celestia,1.0,2022-10-19,Liechtenstein,Vaduz,Enterprise Tech,"Placeholder Capital, Coinbase Ventures, Binance Ventures",2022,1,2021,4,0.0,0,0,3,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Stability AI,1.0,2022-10-05,United Kingdom,London,Enterprise Tech,"Lightspeed Venture Partners, Coatue Management",2022,3,2019,6,0.0,1,0,2,2,1,1,True,False,False,False,False,True,False,False,False,False,True
Satispay,1.0,2022-09-28,Italy,Milan,Financial Services,"Lightrock, Greyhound Capital, Endeavor",2022,9,2013,12,0.0,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Paystand,1.0,2022-08-02,United States,Scotts Valley,Financial Services,"BlueRun Ventures, LEAP Global Partners, Cervin Ventures",2022,9,2013,12,0.0,0,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Turntide Technologies,1.0,2022-06-15,United States,Sunnyvale,Industrials,"Meson Capital Partners, Fifth Wall Ventures, OGCI Climate Investments",2022,9,2013,12,0.0,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
EcoVadis,1.0,2022-06-14,France,Paris,Enterprise Tech,"Astorg Partners, Princeville Global, Beyond Net Zero",2022,15,2007,18,0.0,0,0,2,3,0,1,True,False,False,False,False,False,False,False,False,False,True
TransferMate,1.0,2022-05-22,Ireland,Kilkenny,Financial Services,Railway Pension Trustee Co. Ltd.,2022,12,2010,15,0.0,0,0,3,1,0,1,False,True,False,False,True,False,False,False,False,False,True
Lookout,1.0,2013-10-10,United States,San Francisco,Enterprise Tech,"Accel Partners, Greylock Partners, Lowercase Capital",2013,6,2007,18,0.0,1,1,1,3,1,1,True,False,False,False,False,False,False,False,False,False,True
Snapdeal,1.0,2014-05-21,India,New Delhi,Consumer & Retail,"SoftBankGroup, Blackrock, Alibaba Group",2014,6,2008,17,0.0,0,0,2,3,1,1,False,False,False,False,False,False,False,False,False,False,True
TechStyle Fashion Group,1.0,2014-08-29,United States,El Segundo,Consumer & Retail,"Matrix Partners, Passport Capital, Rho Ventures",2014,4,2010,15,0.0,0,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Zebec,1.0,2022-08-29,United States,San Francisco,Financial Services,"Resolute Ventures, Shima Capital, Circle Ventures",2022,1,2021,4,0.0,1,1,1,3,0,1,False,True,False,False,False,False,True,False,False,False,True
InMobi,1.0,2014-12-02,India,Bengaluru,Enterprise Tech,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",2014,7,2007,18,0.0,0,0,2,3,1,1,True,False,False,False,False,False,False,False,False,False,True
LinkSure Network,1.0,2015-01-01,China,Shanghai,Industrials,,2015,2,2013,12,0.0,0,0,1,0,0,0,False,False,False,True,True,False,False,False,False,False,True
Red Ventures,1.0,2015-01-07,United States,Fort Mill,Media & Entertainment,"Silver Lake Partners, General Atlantic",2015,15,2000,25,0.0,0,0,1,2,0,1,False,False,False,False,False,False,False,False,False,False,True
BeiBei,1.0,2015-01-22,China,Hangzhou,Consumer & Retail,"Banyan Capital, New Horizon Capital, IDG Capital Partners",2015,4,2011,14,0.0,0,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Lamabang,1.0,2015-03-06,China,Shenzhen,Consumer & Retail,"5Y Capital, Matrix Partners China, K2VC",2015,4,2011,14,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Jimu,1.0,2015-04-21,China,Beijing,Financial Services,"Matrix Partners China, Ventech China, Shunwei Capital Partners",2015,4,2011,14,0.0,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
ShareCRM,1.0,2015-07-02,China,Beijing,Enterprise Tech,"IDG Capital, Northern Light Venture Capital, DCM Ventures",2015,1,2014,11,0.0,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Mia.com,1.0,2015-09-08,China,Beijing,Consumer & Retail,"Sequoia Capital China, ZhenFund, K2 Ventures",2015,4,2011,14,0.0,1,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
58 Daojia,1.0,2015-10-12,China,Beijing,Consumer & Retail,"KKR, Alibaba Group, Ping An Insurance",2015,1,2014,11,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Womai,1.0,2015-10-12,China,Beijing,Consumer & Retail,"SAIF Partners China, Baidu, IDG Capital",2015,6,2009,16,0.0,1,0,1,3,0,1,False,False,False,False,False,False,False,False,False,False,True
HuJiang,1.0,2015-10-29,China,Shanghai,Consumer & Retail,"China Minsheng Investment, Baidu, Wanxin Media",2015,14,2001,24,0.0,0,0,1,3,0,1,False,False,False,False,False,False,False,False,False,False,True
iCarbonX,1.0,2016-04-12,China,Shenzhen,Healthcare & Life Sciences,"Tencent, Vcanbio",2016,1,2015,10,0.0,1,0,1,2,0,0,False,False,True,False,False,True,False,False,False,False,True
Kendra Scott,1.0,2016-12-21,United States,Austin,Consumer & Retail,"Berkshire Partners, Norwest Venture Partners",2016,14,2002,23,0.0,0,0,1,2,0,1,False,False,False,False,False,False,False,False,False,False,True
Zhuan Zhuan,1.0,2017-04-18,China,Beijing,Consumer & Retail,"58.com, Tencent Holdings",2017,2,2015,10,0.0,1,0,1,2,0,1,False,False,False,False,False,True,False,False,False,False,True
DianRong,1.0,2017-08-02,China,Shanghai,Financial Services,"Standard Chartered, FinSight Ventures, Affirma Capital",2017,5,2012,13,0.0,0,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
YH Global,1.0,2017-09-21,China,Shenzhen,Industrials,"Co-Energy Finance, Grandland",2017,20,1997,28,0.0,1,0,1,2,0,0,False,False,False,True,False,False,False,True,False,False,True
Revolution Precrafted,1.0,2017-10-23,Philippines,Manila,Industrials,"K2 Global, 500 Startups",2017,2,2015,10,0.0,0,0,3,2,0,0,False,False,False,True,False,True,False,False,False,False,True
WeLab,1.0,2017-11-08,Hong Kong,Hong Kong,Financial Services,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",2017,4,2013,12,0.0,0,0,3,3,1,1,False,True,False,False,True,False,False,False,False,False,True
Maimai,1.0,2017-11-15,China,Beijing,Media & Entertainment,"Morningside Venture Capital, IDG Capital, DCM Ventures",2017,4,2013,12,0.0,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Dxy.cn,1.0,2018-04-10,China,Hangzhou,Healthcare & Life Sciences,"Tencent Holdings, DCM Ventures",2018,18,2000,25,0.0,0,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,True
HMD Global,1.0,2018-05-21,Finland,Espoo,Industrials,Ginko Ventures,2018,2,2016,9,0.0,0,0,3,1,0,0,False,False,False,True,False,True,False,False,False,False,True
